timestamp_entry,timestamp_exit,tipo,layer,entry,exit,gain,amount,parcial,reason
2025-01-01 03:34:00,2025-01-01 03:56:00,long,1,4.925556126141422,4.941703421781647,0.13107828889659717,8.120910405975856,False,Troca de direção
2025-01-01 03:34:00,2025-01-01 03:56:00,long,2,4.909636515958889,4.941142198357381,0.3848726481868558,12.220863969250797,False,Troca de direção
2025-01-01 03:34:00,2025-01-01 03:56:00,long,3,4.892346739950388,4.948379491255345,1.1448562659522983,20.44008843106122,False,Troca de direção
2025-01-01 03:56:00,2025-01-01 09:09:00,short,3,4.988028182969685,4.91320776022514,0.7496999999999977,10.024001101419575,True,TP1
2025-01-01 03:56:00,2025-01-01 09:10:00,short,3,4.988028182969685,4.908325076249266,0.798624451940217,10.024001101419575,False,Trailing stop
2025-01-01 03:56:00,2025-01-01 09:23:00,short,2,4.964869117554681,4.89039608079136,0.4498200000000025,6.042455357770988,True,TP1
2025-01-01 03:56:00,2025-01-01 09:24:00,short,1,4.960557177672915,4.886148820007821,0.29988000000000115,4.031805154876242,True,TP1
2025-01-01 03:56:00,2025-01-01 09:24:00,short,2,4.964869117554681,4.8897173385422565,0.4539196292317488,6.042455357770988,False,Trailing stop
2025-01-01 03:56:00,2025-01-01 09:25:00,short,1,4.960557177672915,4.8831292818940115,0.31204931965687105,4.031805154876242,False,Trailing stop
2025-01-02 00:02:00,2025-01-02 00:25:00,long,3,5.267889624114991,5.346907968476716,0.7496999999999966,9.491466899973258,True,TP1
2025-01-02 00:02:00,2025-01-02 00:26:00,long,1,5.290926829579178,5.370290732022864,0.2998799999999965,3.780056055243299,True,TP1
2025-01-02 00:02:00,2025-01-02 00:26:00,long,2,5.28448557069009,5.363752854250441,0.4498199999999978,5.676995347738713,True,TP1
2025-01-02 00:02:00,2025-01-02 00:26:00,long,3,5.267889624114991,5.363700063329441,0.9090178598308605,9.491466899973258,False,Trailing stop
2025-01-02 00:02:00,2025-01-02 00:27:00,long,1,5.290926829579178,5.352074801363133,0.2310503039033846,3.780056055243299,False,Trailing stop
2025-01-02 00:02:00,2025-01-02 00:27:00,long,2,5.28448557069009,5.350405256835928,0.37407606127368864,5.676995347738713,False,Trailing stop
2025-01-02 00:53:00,2025-01-02 01:06:00,short,1,5.37429147460004,5.364118691639646,0.0756841261421599,7.442841570660594,False,Troca de direção
2025-01-02 00:53:00,2025-01-02 01:06:00,short,2,5.385321523235478,5.367875338347189,0.19429710563156657,11.141396059849784,False,Troca de direção
2025-01-02 00:53:00,2025-01-02 01:06:00,short,3,5.400091602102146,5.370066551387669,0.5557876218712126,18.518204387694468,False,Troca de direção
2025-01-02 01:06:00,2025-01-02 04:39:00,long,3,5.315625282063154,5.3953596612941,0.7496999999999914,9.406231129330752,True,TP1
2025-01-02 01:06:00,2025-01-02 04:40:00,long,3,5.315625282063154,5.406088229510839,0.8505750261764955,9.406231129330752,False,Trailing stop
2025-01-02 01:06:00,2025-01-02 04:42:00,long,2,5.338044093254746,5.418114754653566,0.44981999999999467,5.620036004930826,True,TP1
2025-01-02 01:06:00,2025-01-02 04:43:00,long,1,5.345630366640509,5.425814822140116,0.2998799999999974,3.7413735384343663,True,TP1
2025-01-02 01:06:00,2025-01-02 04:43:00,long,2,5.338044093254746,5.428425300128365,0.5077424585441179,5.620036004930826,False,Trailing stop
2025-01-02 01:06:00,2025-01-02 04:44:00,long,1,5.345630366640509,5.42054564881755,0.2801739399397791,3.7413735384343663,False,Trailing stop
2025-01-03 00:06:00,2025-01-03 00:26:00,short,1,5.448100652191637,5.446216328998193,0.013829182567755336,7.342008261890129,False,Troca de direção
2025-01-03 00:06:00,2025-01-03 00:26:00,short,2,5.4585387331517765,5.441941927902012,0.1823583270765071,10.991952779522702,False,Troca de direção
2025-01-03 00:06:00,2025-01-03 00:26:00,short,3,5.482324315759059,5.439834422640758,0.7747242723120976,18.24043858779895,False,Troca de direção
2025-01-03 00:26:00,2025-01-03 02:20:00,long,3,5.395249582314837,5.476178326049559,0.7496999999999941,9.267411866152715,True,TP1
2025-01-03 00:26:00,2025-01-03 02:21:00,long,3,5.395249582314837,5.477073775673444,0.7579951810697368,9.267411866152715,False,Trailing stop
2025-01-03 00:26:00,2025-01-03 02:30:00,long,2,5.413564935418724,5.494768409450004,0.44981999999999733,5.541634829892289,True,TP1
2025-01-03 00:26:00,2025-01-03 02:31:00,long,2,5.413564935418724,5.488273166520397,0.41384013325845315,5.541634829892289,False,Trailing stop
2025-01-03 00:26:00,2025-01-03 06:06:00,long,1,5.431187405394229,5.5126552164751415,0.299879999999997,3.682435995512896,True,TP1
