timestamp,open,high,low,close,volume,close_time,quote_asset_volume,trades,taker_buy_base,taker_buy_quote,ignore
1753412400000,3614.11,3619.57,3608.80,3616.83,19537.960,1753412459999,70603440.39087,18466,8000.091,28916625.48676,0
1753412460000,3616.84,3623.07,3616.84,3618.0,11489.968,1753412519999,41589653.51222,9754,4857.046,17581578.69093,0
1753412520000,3618.01,3619.20,3608.31,3609.57,15519.299,1753412579999,56076231.34912,11094,4931.692,17816032.88452,0
1753412580000,3609.58,3617.95,3609.28,3617.15,15003.830,1753412639999,54202959.32817,8379,11971.276,43248192.89103,0
1753412640000,3617.15,3617.15,3608.19,3608.82,9296.886,1753412699999,33576348.10617,8667,2954.572,10671200.97934,0
1753412700000,3608.86,3612.29,3603.24,3608.71,22221.725,1753412759999,80154106.31058,16558,8338.962,30081751.41155,0
1753412760000,3608.71,3624.00,3601.48,3621.7,26855.063,1753412819999,96973654.25020,20199,15344.001,55454239.07568,0
1753412820000,3621.69,3629.13,3620.79,3628.63,14577.159,1753412879999,52856733.24512,13218,10104.484,36638656.35389,0
1753412880000,3628.66,3631.75,3625.61,3627.35,12575.319,1753412939999,45632229.38016,12196,7897.140,28656606.81884,0
1753412940000,3627.34,3629.99,3626.03,3627.2,6251.656,1753412999999,22679156.89856,5517,3608.503,13090394.21470,0
1753413000000,3627.20,3628.10,3622.50,3626.23,7220.239,1753413059999,26177174.57513,7618,4005.799,14523359.14328,0
1753413060000,3626.23,3630.00,3623.71,3626.24,4369.950,1753413119999,15849146.26220,7363,2911.274,10558622.35057,0
1753413120000,3626.23,3628.13,3620.34,3620.35,3572.992,1753413179999,12954562.01322,5907,1056.457,3831161.65079,0
1753413180000,3620.36,3621.59,3615.00,3619.5,6215.864,1753413239999,22490425.96755,8371,2122.121,7677852.84262,0
1753413240000,3619.49,3624.46,3619.49,3622.25,3034.239,1753413299999,10989396.95913,6008,1719.365,6227034.32147,0
